"id","loan_amnt","int_rate","grade","sub_grade","emp_length","revol_bal","revol_util","fico","home_ownership","annual_inc","verification_status","loan_status","default"
1257,14000,14.09,"B","B5","9 years",13771,49.7,692,"RENT",70000,"Verified","Fully Paid","Paid"
1258,10000,6.03,"A","A1","10+ years",8825,15.1,792,"RENT",61000,"Not Verified","Fully Paid","Paid"
1259,24000,14.09,"B","B5","8 years",11260,82.2,672,"MORTGAGE",89000,"Source Verified","Fully Paid","Paid"
1260,6450,14.3,"C","C1","5 years",14984,67.8,677,"OWN",23325.82,"Source Verified","Fully Paid","Paid"
1261,20000,7.9,"A","A4","7 years",7531,27.6,682,"MORTGAGE",120000,"Source Verified","Fully Paid","Paid"
1262,4950,14.09,"B","B5","2 years",9879,64.6,682,"RENT",18000,"Verified","Fully Paid","Paid"
1263,11500,17.76,"D","D1","8 years",14326,61.2,687,"RENT",35000,"Not Verified","Fully Paid","Paid"
1264,10000,17.77,"D","D1",NA,25029,79.2,662,"MORTGAGE",78000,"Verified","Charged Off","Defaulted"
1265,2500,18.25,"D","D2","10+ years",38132,51,692,"OWN",109000,"Verified","Charged Off","Defaulted"
1266,10000,10.16,"B","B1","4 years",9212,37.6,707,"RENT",33000,"Not Verified","Fully Paid","Paid"
1267,10000,17.77,"D","D1","2 years",7555,94.4,662,"RENT",74000,"Source Verified","Fully Paid","Paid"
1268,10625,13.11,"B","B4","10+ years",8339,53.1,692,"RENT",42500,"Not Verified","Charged Off","Defaulted"
1269,31300,18.55,"D","D2","10+ years",23037,49.5,712,"RENT",70000,"Verified","Fully Paid","Paid"
1270,8875,22.2,"E","E4","< 1 year",2832,97.7,682,"MORTGAGE",80000,"Verified","Charged Off","Defaulted"
1271,10000,15.8,"C","C3","4 years",7338,56.9,677,"RENT",46000,"Verified","Fully Paid","Paid"
1272,8500,19.05,"D","D4","5 years",6829,61.5,672,"RENT",40000,"Not Verified","Fully Paid","Paid"
1273,4125,13.67,"B","B5","7 years",3546,43.2,672,"MORTGAGE",50000,"Verified","Fully Paid","Paid"
1274,11000,14.65,"C","C2","9 years",7321,80.7,672,"MORTGAGE",142909,"Verified","Fully Paid","Paid"
1275,15000,18.49,"D","D2","6 years",9740,91,687,"RENT",45000,"Verified","Fully Paid","Paid"
1276,18500,14.65,"C","C2","10+ years",9737,59,697,"MORTGAGE",150000,"Source Verified","Fully Paid","Paid"
1277,8000,20.5,"E","E2","< 1 year",0,NA,717,"RENT",30000,"Source Verified","Fully Paid","Paid"
1278,8325,15.31,"C","C2","2 years",15152,62.1,682,"RENT",25000,"Verified","Fully Paid","Paid"
1279,25000,9.67,"B","B1","10+ years",25032,64,692,"MORTGAGE",69000,"Verified","Charged Off","Defaulted"
1280,30000,16.2,"C","C4","10+ years",41450,92.5,702,"MORTGAGE",1e+05,"Verified","Fully Paid","Paid"
1281,9800,10.99,"B","B2","1 year",960,12.8,777,"RENT",58000,"Verified","Fully Paid","Paid"
1282,20000,11.14,"B","B2","10+ years",34578,86.7,667,"MORTGAGE",170000,"Source Verified","Charged Off","Defaulted"
1283,20000,15.31,"C","C2","4 years",12394,40.2,697,"RENT",54887.28,"Verified","Fully Paid","Paid"
1284,11000,12.12,"B","B3","5 years",13318,53.7,687,"RENT",56000,"Not Verified","Fully Paid","Paid"
1285,16000,14.09,"B","B5","4 years",7266,72.7,717,"OWN",60000,"Source Verified","Fully Paid","Paid"
1286,10075,19.05,"D","D4","4 years",17203,93.5,662,"MORTGAGE",30000,"Verified","Charged Off","Defaulted"
1287,5600,12.99,"B","B4","10+ years",8555,86.4,667,"MORTGAGE",65000,"Not Verified","Fully Paid","Paid"
1288,15000,8.6,"A","A4","10+ years",22492,34.5,732,"MORTGAGE",64000,"Not Verified","Fully Paid","Paid"
1289,10000,23.28,"F&G","F2",NA,3562,69.8,667,"MORTGAGE",55000,"Source Verified","Late (31-120 days)","Defaulted"
1290,24000,6.03,"A","A1","10+ years",32739,49.2,722,"MORTGAGE",136000,"Not Verified","Fully Paid","Paid"
1291,15000,8.9,"A","A5","10+ years",69960,32.6,747,"MORTGAGE",113000,"Verified","Fully Paid","Paid"
1292,15000,12.35,"B","B4","9 years",19642,88.9,672,"MORTGAGE",65000,"Source Verified","Fully Paid","Paid"
1293,4300,21.7,"E","E2","9 years",2668,45.2,672,"RENT",45000,"Verified","Fully Paid","Paid"
1294,15250,19.72,"D","D5","10+ years",12761,91.2,667,"RENT",45898,"Verified","Fully Paid","Paid"
1295,14000,17.99,"D","D2","3 years",5029,54.7,667,"MORTGAGE",105000,"Source Verified","Fully Paid","Paid"
1296,10000,16.24,"C","C5","3 years",3147,82.8,672,"MORTGAGE",60000,"Not Verified","Fully Paid","Paid"
1297,16000,12.99,"B","B4","< 1 year",30785,85.8,687,"OWN",95000,"Source Verified","Fully Paid","Paid"
1298,8000,12.12,"B","B3","5 years",1798,35.3,692,"RENT",45000,"Source Verified","Fully Paid","Paid"
1299,2600,19.05,"D","D4","3 years",6868,57.7,667,"RENT",25000,"Source Verified","Fully Paid","Paid"
1300,7200,15.8,"C","C3","< 1 year",6838,54.4,677,"OWN",35000,"Not Verified","Charged Off","Defaulted"
1301,3200,14.3,"C","C1","3 years",9335,55.8,722,"MORTGAGE",65040,"Verified","Fully Paid","Paid"
1302,11300,14.65,"C","C3",NA,8817,72.3,677,"MORTGAGE",47279,"Not Verified","Fully Paid","Paid"
1303,15000,14.09,"B","B5","9 years",16419,71.9,687,"MORTGAGE",45000,"Verified","Fully Paid","Paid"
1304,23500,11.14,"B","B2",NA,34933,44.6,697,"MORTGAGE",60000,"Verified","Charged Off","Defaulted"
1305,8375,6.03,"A","A1",NA,10843,23.6,757,"RENT",40000,"Verified","Fully Paid","Paid"
1306,2100,17.76,"D","D1",NA,2257,56.4,687,"RENT",7000,"Verified","Fully Paid","Paid"
1307,8400,19.72,"D","D5","10+ years",8757,67.9,672,"MORTGAGE",41000,"Verified","Fully Paid","Paid"
1308,12500,12.99,"B","B4","10+ years",15204,31.7,692,"MORTGAGE",65000,"Verified","Fully Paid","Paid"
1309,10000,17.99,"D","D2","7 years",26087,75.8,662,"MORTGAGE",110000,"Not Verified","Charged Off","Defaulted"
1310,35000,14.33,"C","C1","3 years",18937,69.6,717,"MORTGAGE",2e+05,"Verified","Fully Paid","Paid"
1311,33950,9.99,"B","B1","10+ years",22131,25.5,732,"MORTGAGE",75980,"Verified","Fully Paid","Paid"
1312,15000,6.62,"A","A2","5 years",26204,40.6,722,"MORTGAGE",1e+05,"Source Verified","Fully Paid","Paid"
1313,20000,14.09,"B","B5","4 years",24308,91.4,672,"RENT",95000,"Source Verified","Fully Paid","Paid"
1314,22000,10.64,"B","B2","10+ years",36657,86,677,"MORTGAGE",130000,"Source Verified","Fully Paid","Paid"
1315,5000,13.99,"C","C1","6 years",16520,93.9,687,"MORTGAGE",129000,"Not Verified","Fully Paid","Paid"
1316,9250,17.77,"D","D1","3 years",2919,21.5,727,"RENT",60000,"Source Verified","Charged Off","Defaulted"
1317,22000,12.12,"B","B3","5 years",9131,60.1,687,"RENT",90000,"Not Verified","Fully Paid","Paid"
1318,1200,21,"E","E2","3 years",16824,87.6,702,"RENT",65000,"Not Verified","Fully Paid","Paid"
1319,8000,17.77,"D","D1","8 years",6784,66.5,692,"MORTGAGE",58000,"Not Verified","Fully Paid","Paid"
1320,10000,13.49,"C","C1","1 year",11188,74,672,"RENT",45000,"Verified","Fully Paid","Paid"
1321,30000,11.14,"B","B2","10+ years",745,8.9,747,"MORTGAGE",108000,"Source Verified","Fully Paid","Paid"
1322,23675,8.9,"A","A5","5 years",13637,45.5,742,"MORTGAGE",80000,"Source Verified","Fully Paid","Paid"
1323,6400,9.67,"B","B1","10+ years",6293,30.3,667,"RENT",51250,"Verified","Fully Paid","Paid"
1324,14500,12.12,"B","B3","5 years",7355,61.8,692,"RENT",37000,"Not Verified","Fully Paid","Paid"
1325,32350,15.8,"C","C3","4 years",18694,70.5,677,"RENT",73000,"Verified","Fully Paid","Paid"
1326,8000,7.62,"A","A3","1 year",39854,75.9,732,"RENT",80000,"Verified","Fully Paid","Paid"
1327,10375,19.52,"D","D4","9 years",10407,43.5,662,"MORTGAGE",35000,"Verified","Fully Paid","Paid"
1328,10800,14.33,"C","C1","3 years",24792,35,702,"RENT",60000,"Not Verified","Fully Paid","Paid"
1329,5750,10.16,"B","B1","10+ years",27766,75.7,682,"OWN",93000,"Verified","Fully Paid","Paid"
1330,12000,15.31,"C","C2","10+ years",9535,65.8,662,"RENT",45000,"Verified","Fully Paid","Paid"
1331,12000,16.2,"C","C4","2 years",4846,41.8,687,"OWN",45000,"Not Verified","Fully Paid","Paid"
1332,10750,17.77,"D","D1","5 years",4665,75.2,672,"RENT",30800,"Not Verified","Charged Off","Defaulted"
1333,7800,14.09,"B","B5","4 years",11385,81.3,677,"RENT",28500,"Not Verified","Charged Off","Defaulted"
1334,14125,12.12,"B","B3","6 years",18787,67.6,687,"OWN",45000,"Verified","Fully Paid","Paid"
1335,2800,16.29,"C","C4","1 year",480,16,682,"RENT",50000,"Not Verified","Fully Paid","Paid"
1336,9600,9.71,"B","B1","10+ years",7513,34.6,677,"MORTGAGE",43000,"Not Verified","Fully Paid","Paid"
1337,13000,19.05,"D","D4","5 years",12260,61,662,"OWN",49000,"Source Verified","Late (16-30 days)","Defaulted"
1338,1600,10.74,"B","B2","6 years",16819,70.1,702,"RENT",32000,"Not Verified","Fully Paid","Paid"
1339,6250,13.11,"B","B4","9 years",7522,69.8,672,"RENT",53000,"Not Verified","Fully Paid","Paid"
1340,2600,13.11,"B","B4","< 1 year",4886,84.2,687,"MORTGAGE",60000,"Source Verified","Fully Paid","Paid"
1341,12000,12.12,"B","B3","7 years",5844,80.1,707,"MORTGAGE",70000,"Verified","Fully Paid","Paid"
1342,4750,18.75,"D","D3",NA,1726,95.9,682,"RENT",22000,"Verified","Fully Paid","Paid"
1343,11125,7.62,"A","A3","8 years",11279,42.4,732,"RENT",61000,"Not Verified","Fully Paid","Paid"
1344,6250,13.67,"B","B5","1 year",5479,46.8,682,"RENT",70000,"Source Verified","Fully Paid","Paid"
1345,15000,9.67,"B","B1","6 years",12103,56.8,672,"MORTGAGE",45000,"Verified","Fully Paid","Paid"
1346,2000,14.33,"C","C1",NA,22527,90.5,692,"RENT",38000,"Verified","Fully Paid","Paid"
1347,12175,17.27,"C","C5","6 years",9929,49.6,672,"MORTGAGE",46252,"Not Verified","Charged Off","Defaulted"
1348,5200,13.98,"C","C1","2 years",7164,17.6,742,"RENT",35000,"Source Verified","Charged Off","Defaulted"
1349,20000,14.3,"C","C1","3 years",27287,58.7,687,"RENT",80000,"Verified","Fully Paid","Paid"
1350,35000,18.85,"D","D3","1 year",18422,20.7,702,"MORTGAGE",4e+05,"Source Verified","Fully Paid","Paid"
1351,20000,14.33,"C","C1","2 years",19500,51.2,672,"MORTGAGE",52000,"Verified","Fully Paid","Paid"
1352,13500,9.99,"B","B1","8 years",25389,43.6,832,"MORTGAGE",104112,"Verified","Fully Paid","Paid"
1353,16500,10.99,"B","B2","10+ years",10575,19.3,692,"MORTGAGE",60000,"Source Verified","Fully Paid","Paid"
1354,9800,14.27,"C","C2","10+ years",1947,51.2,697,"RENT",75000,"Verified","Fully Paid","Paid"
1355,2000,9.67,"B","B1","10+ years",38147,59.7,702,"MORTGAGE",64000,"Not Verified","Fully Paid","Paid"
1356,2000,21.49,"E","E3","2 years",9425,68.8,662,"OWN",28000,"Not Verified","Fully Paid","Paid"
1357,12300,7.62,"A","A3","10+ years",14304,43.4,732,"MORTGAGE",151000,"Not Verified","Fully Paid","Paid"
1358,3250,17.56,"D","D1","2 years",4757,35.8,697,"RENT",12000,"Not Verified","Fully Paid","Paid"
1359,33425,15.31,"C","C2","< 1 year",11973,89.4,677,"RENT",80000,"Verified","Charged Off","Defaulted"
1360,9125,13.67,"B","B5","2 years",12186,79.1,702,"RENT",26880,"Verified","Charged Off","Defaulted"
1361,3500,6.03,"A","A1","10+ years",55317,20.5,797,"MORTGAGE",102049,"Not Verified","Fully Paid","Paid"
1362,18000,9.71,"B","B1","2 years",17509,65.8,687,"MORTGAGE",62000,"Verified","Fully Paid","Paid"
1363,7000,14.33,"C","C1","10+ years",17636,49,687,"MORTGAGE",84000,"Source Verified","Charged Off","Defaulted"
1364,9000,12.35,"B","B4","7 years",11100,70.7,687,"RENT",32400,"Source Verified","Fully Paid","Paid"
1365,8325,10.99,"B","B2","1 year",5311,25.5,712,"RENT",25000,"Not Verified","Fully Paid","Paid"
1366,16000,12.99,"B","B4","6 years",14254,72.7,677,"RENT",95000,"Not Verified","Fully Paid","Paid"
1367,2400,14.47,"C","C2","< 1 year",25,0.1,687,"OWN",55000,"Source Verified","Charged Off","Defaulted"
1368,23000,20.99,"E","E3","10+ years",14911,83.8,662,"RENT",85000,"Verified","Fully Paid","Paid"
1369,20000,14.65,"C","C2","4 years",9660,58.2,682,"RENT",80000,"Verified","Fully Paid","Paid"
1370,14400,7.9,"A","A4","9 years",8281,14,762,"RENT",52000,"Source Verified","Fully Paid","Paid"
1371,4450,17.27,"C","C5","10+ years",10120,85,667,"RENT",33000,"Verified","Fully Paid","Paid"
1372,14000,14.09,"B","B5","5 years",14616,33.4,697,"MORTGAGE",54000,"Not Verified","Fully Paid","Paid"
1373,9450,18.49,"D","D2","2 years",6128,70.4,662,"RENT",49500,"Not Verified","Fully Paid","Paid"
1374,9750,17.27,"C","C5","6 years",10742,73.1,672,"RENT",30000,"Verified","Fully Paid","Paid"
1375,35000,15.31,"C","C2","10+ years",32674,81.9,682,"MORTGAGE",150000,"Source Verified","Fully Paid","Paid"
1376,21125,6.03,"A","A1","3 years",1633,9.8,792,"MORTGAGE",52600,"Verified","Fully Paid","Paid"
1377,13000,10.16,"B","B1","9 years",12217,42.1,707,"MORTGAGE",48000,"Source Verified","Fully Paid","Paid"
1378,15000,8.9,"A","A5","6 years",16708,45.8,747,"RENT",39500,"Not Verified","Fully Paid","Paid"
1379,35000,7.9,"A","A4","10+ years",27281,37.3,752,"OWN",72000,"Verified","Fully Paid","Paid"
1380,10000,18.49,"D","D2","6 years",9512,73.2,682,"MORTGAGE",70000,"Not Verified","Fully Paid","Paid"
1381,25000,19.52,"D","D4","8 years",27140,80.8,667,"RENT",68000,"Verified","Charged Off","Defaulted"
1382,15000,19.72,"D","D5","10+ years",21108,77.3,707,"MORTGAGE",60000,"Verified","Fully Paid","Paid"
1383,25000,15.31,"C","C2","1 year",38714,85.8,662,"RENT",120000,"Source Verified","Fully Paid","Paid"
1384,9275,11.14,"B","B2","5 years",18826,75.9,697,"RENT",81120,"Not Verified","Fully Paid","Paid"
1385,10000,13.68,"C","C1","2 years",50122,51.2,667,"RENT",106000,"Verified","Fully Paid","Paid"
1386,7300,8.9,"A","A5","7 years",21340,88.2,712,"MORTGAGE",55000,"Verified","Fully Paid","Paid"
1387,15000,12.12,"B","B3",NA,14407,51.8,707,"RENT",52000,"Source Verified","Fully Paid","Paid"
1388,20000,10.64,"B","B2","10+ years",13598,84.5,672,"MORTGAGE",76000,"Verified","Fully Paid","Paid"
1389,14000,7.62,"A","A3","10+ years",7814,42.9,742,"MORTGAGE",75000,"Not Verified","Fully Paid","Paid"
1390,1600,21.6,"E","E3","1 year",1187,65.9,667,"RENT",33000,"Not Verified","Fully Paid","Paid"
1391,8325,15.31,"C","C2","< 1 year",7979,63.3,682,"RENT",24000,"Verified","Fully Paid","Paid"
1392,22800,12.12,"B","B3","5 years",23179,87.1,712,"RENT",55000,"Verified","Fully Paid","Paid"
1393,17000,16.29,"C","C5","5 years",16564,97.4,702,"MORTGAGE",96000,"Source Verified","Fully Paid","Paid"
1394,17600,13.11,"B","B4","8 years",19702,37.6,697,"MORTGAGE",50000,"Verified","Fully Paid","Paid"
1395,18000,8.9,"A","A5","3 years",3902,29.8,712,"MORTGAGE",125000,"Not Verified","Fully Paid","Paid"
1396,4375,15.31,"C","C3","10+ years",8527,66.6,672,"RENT",34000,"Verified","Fully Paid","Paid"
1397,8000,10.16,"B","B1","10+ years",7098,38.2,722,"MORTGAGE",112000,"Not Verified","Charged Off","Defaulted"
1398,28000,10.16,"B","B1","2 years",34590,57.6,687,"MORTGAGE",90000,"Verified","Fully Paid","Paid"
1399,33950,8.9,"A","A5","10+ years",3935,4.9,802,"OWN",68000,"Verified","Fully Paid","Paid"
1400,5000,10.99,"B","B2","10+ years",3917,44.5,682,"RENT",66914,"Verified","Fully Paid","Paid"
1401,10000,13.11,"B","B4","5 years",8997,73.7,697,"RENT",45000,"Verified","Fully Paid","Paid"
1402,11500,18.49,"D","D2","5 years",10541,53.5,672,"RENT",35000,"Verified","Fully Paid","Paid"
1403,9000,9.71,"B","B1","3 years",6456,56.1,692,"OWN",55000,"Verified","Charged Off","Defaulted"
1404,10000,12.35,"B","B4","10+ years",19369,64.6,687,"MORTGAGE",57000,"Not Verified","Fully Paid","Paid"
1405,8000,6.03,"A","A1","7 years",9982,12.4,767,"RENT",101815.8,"Verified","Fully Paid","Paid"
1406,10800,17.27,"C","C5","3 years",12130,43.7,672,"RENT",45000,"Not Verified","Fully Paid","Paid"
1407,8875,14.33,"C","C1","1 year",7512,40.8,672,"RENT",26800,"Verified","Fully Paid","Paid"
1408,7500,6.03,"A","A1","2 years",23068,25.9,767,"MORTGAGE",160000,"Not Verified","Fully Paid","Paid"
1409,10000,21,"E","E1","< 1 year",7072,35.5,687,"RENT",49629,"Source Verified","Charged Off","Defaulted"
1410,10000,14.09,"B","B5","< 1 year",11369,63.9,697,"RENT",34000,"Source Verified","Fully Paid","Paid"
1411,10000,18.75,"D","D3","7 years",5342,47.4,682,"RENT",72000,"Not Verified","Fully Paid","Paid"
1412,16000,15.31,"C","C2","4 years",28868,66.7,697,"RENT",105000,"Not Verified","Fully Paid","Paid"
1413,9000,12.12,"B","B3","2 years",9080,43.4,707,"MORTGAGE",62000,"Not Verified","Fully Paid","Paid"
1414,8000,12.35,"B","B4","7 years",23975,72.9,697,"MORTGAGE",66500,"Not Verified","Fully Paid","Paid"
1415,8000,17.77,"D","D1","10+ years",24223,91.1,692,"MORTGAGE",65000,"Verified","Charged Off","Defaulted"
1416,10000,14.3,"C","C1","10+ years",5138,40.8,672,"RENT",65000,"Source Verified","Fully Paid","Paid"
1417,20000,8.9,"A","A5","2 years",20866,50.9,722,"RENT",60000,"Not Verified","Fully Paid","Paid"
1418,15000,15.61,"C","C3","10+ years",18315,82.9,667,"RENT",90000,"Not Verified","Fully Paid","Paid"
1419,9750,16.29,"C","C5","8 years",8763,79.7,667,"RENT",40000,"Source Verified","Fully Paid","Paid"
1420,3000,6.62,"A","A2",NA,0,0,817,"OWN",33000,"Verified","Fully Paid","Paid"
1421,14000,17.56,"D","D1","10+ years",14924,56.1,687,"RENT",72000,"Not Verified","Fully Paid","Paid"
1422,5075,20.2,"D","D5","10+ years",3256,37.4,662,"RENT",43850,"Verified","Fully Paid","Paid"
1423,15000,16.29,"C","C4","8 years",19235,58.1,687,"OWN",43964,"Not Verified","Fully Paid","Paid"
1424,15000,7.9,"A","A4","5 years",27827,49.8,702,"RENT",130000,"Not Verified","Fully Paid","Paid"
1425,25000,12.12,"B","B3","8 years",24080,31.5,727,"MORTGAGE",216000,"Verified","Fully Paid","Paid"
1426,20775,16.24,"C","C5","10+ years",14601,91.8,722,"MORTGAGE",69000,"Verified","Fully Paid","Paid"
1427,20000,11.99,"B","B3","10+ years",21726,88.7,707,"MORTGAGE",97000,"Verified","In Grace Period","Defaulted"
1428,33425,12.99,"B","B4","5 years",13427,35.9,702,"MORTGAGE",132000,"Verified","Fully Paid","Paid"
1429,11200,7.62,"A","A3","10+ years",10022,24.9,752,"MORTGAGE",210000,"Verified","Fully Paid","Paid"
1430,14000,10.65,"B","B2","5 years",21214,77.1,722,"RENT",38400,"Source Verified","Fully Paid","Paid"
1431,8800,9.67,"B","B1","10+ years",8898,78.7,677,"RENT",32000,"Not Verified","Fully Paid","Paid"
1432,27575,15.61,"C","C3","8 years",41031,77.4,702,"OWN",93500,"Verified","Charged Off","Defaulted"
1433,5000,13.67,"B","B5","6 years",14630,56.9,682,"RENT",53000,"Source Verified","Fully Paid","Paid"
1434,7000,11.99,"B","B3","9 years",12031,53.7,702,"RENT",55000,"Not Verified","Fully Paid","Paid"
1435,18000,11.14,"B","B2","7 years",48222,75.5,697,"MORTGAGE",74000,"Source Verified","Charged Off","Defaulted"
1436,11200,13.99,"C","C1","6 years",5220,72.5,677,"MORTGAGE",32000,"Verified","Fully Paid","Paid"
1437,20000,6.03,"A","A1","5 years",88054,11.4,772,"MORTGAGE",285000,"Verified","Fully Paid","Paid"
1438,10000,16.29,"C","C4","10+ years",23140,54.8,672,"RENT",45000,"Verified","Fully Paid","Paid"
1439,8325,14.33,"C","C1","6 years",8321,84.9,667,"RENT",25000,"Verified","Fully Paid","Paid"
1440,3000,22.2,"E","E4","4 years",18756,97.2,677,"MORTGAGE",50000,"Verified","Fully Paid","Paid"
1441,5000,13.05,"B","B5","10+ years",5394,38.8,732,"MORTGAGE",22000,"Verified","Fully Paid","Paid"
1442,20050,19.72,"D","D5","9 years",5273,68.5,667,"RENT",52000,"Verified","Charged Off","Defaulted"
1443,18000,8.9,"A","A5","< 1 year",13363,47.2,737,"RENT",40000,"Verified","Fully Paid","Paid"
1444,7200,15.8,"C","C3","10+ years",18031,71.6,672,"RENT",37000,"Not Verified","Fully Paid","Paid"
1445,10500,10.65,"B","B2","4 years",10970,66.1,707,"RENT",38000,"Source Verified","Fully Paid","Paid"
1446,4500,15.8,"C","C3",NA,13862,60.9,692,"RENT",22000,"Verified","Fully Paid","Paid"
1447,15000,13.11,"B","B4","10+ years",11992,48.4,722,"OWN",57000,"Not Verified","Fully Paid","Paid"
1448,4725,22.47,"E","E5","1 year",4995,53.1,687,"RENT",29000,"Not Verified","Fully Paid","Paid"
1449,35000,12.99,"B","B4","< 1 year",24832,65,727,"MORTGAGE",120000,"Source Verified","Fully Paid","Paid"
1450,23850,9.76,"B","B1","2 years",7746,63.5,732,"RENT",48500,"Verified","Fully Paid","Paid"
1451,20000,14.65,"C","C2","4 years",30384,89.9,682,"RENT",128000,"Verified","Fully Paid","Paid"
1452,5000,6.62,"A","A2","1 year",79141,19.9,767,"MORTGAGE",88500,"Source Verified","Fully Paid","Paid"
1453,4000,15.8,"C","C3","1 year",19612,52,702,"OWN",22092,"Verified","Fully Paid","Paid"
1454,10000,10.64,"B","B2","10+ years",29177,70.5,697,"RENT",140000,"Verified","Fully Paid","Paid"
1455,15000,10.74,"B","B2","5 years",13558,66.5,722,"RENT",48000,"Source Verified","Fully Paid","Paid"
1456,11000,17.77,"D","D1","2 years",9999,90.1,672,"RENT",50000,"Source Verified","Charged Off","Defaulted"
1457,2150,11.14,"B","B2","< 1 year",0,NA,747,"MORTGAGE",50000,"Source Verified","Fully Paid","Paid"
1458,9000,17.27,"D","D1","4 years",23750,66.3,667,"MORTGAGE",67000,"Not Verified","Fully Paid","Paid"
1459,18550,7.9,"A","A4",NA,27113,23.6,752,"MORTGAGE",64000,"Verified","Fully Paid","Paid"
1460,9400,17.56,"D","D1","1 year",10963,83.1,672,"RENT",32000,"Not Verified","Charged Off","Defaulted"
1461,10000,12.35,"B","B4","10+ years",16361,74,667,"RENT",84000,"Not Verified","Fully Paid","Paid"
1462,10000,11.14,"B","B2","10+ years",8984,73,667,"RENT",35000,"Not Verified","Fully Paid","Paid"
1463,12000,15.31,"C","C2","10+ years",11945,78.1,667,"RENT",43000,"Not Verified","Fully Paid","Paid"
1464,24000,10.16,"B","B1","2 years",32842,71.1,732,"MORTGAGE",1e+05,"Not Verified","Fully Paid","Paid"
1465,5375,14.09,"B","B5",NA,13526,53.3,687,"OWN",20000,"Verified","Fully Paid","Paid"
1466,6050,14.33,"C","C1","1 year",11913,48.8,677,"RENT",21336,"Not Verified","Fully Paid","Paid"
1467,12000,8.9,"A","A5","7 years",11152,35.7,717,"OWN",124000,"Source Verified","Fully Paid","Paid"
1468,4850,6.97,"A","A2","3 years",4721,11.2,782,"RENT",35256,"Not Verified","Fully Paid","Paid"
